seed,round,policy,material_id,predicted_band_gap_ev,uncertainty_ev,true_band_gap_ev,absolute_error_ev,target_hit,formation_energy_ev_atom,energy_above_hull_ev_atom,is_stable_mp_flag,dimensionality_status,selection_reason,signal_level,signal_types,signal_rule_version,manual_review_required,budget_used,budget_total
1011,3,iterative,mp-1023939,1.510798,0.261933,1.5539,0.043102,True,-0.9589067502083329,0.007235794999999712,False,confirmed_2d,target score plus bootstrap uncertainty; retrained after feedback,D2,target_hit|audited_candidate_signal,0.2.0,False,3,3
1012,1,random,mp-2815,1.447365,0.059441,1.4648999999999996,0.017535,False,-0.964449816875001,0.0016927283333316723,False,confirmed_2d,uniform random from signed stable pool,D0,technical_event_only,0.2.0,False,1,3
1012,2,random,mp-1023939,1.509991,0.168092,1.5539,0.043909,True,-0.9589067502083329,0.007235794999999712,False,confirmed_2d,uniform random from signed stable pool,D2,target_hit|audited_candidate_signal,0.2.0,False,2,3
1012,3,random,mp-1018809,1.451246,0.015277,1.3361,0.115146,False,-0.9637533052083332,0.002389239999999404,False,confirmed_2d,uniform random from signed stable pool,D0,technical_event_only,0.2.0,False,3,3
1012,1,static_topn,mp-1023939,1.499534,0.079244,1.5539,0.054366,True,-0.9589067502083329,0.007235794999999712,False,confirmed_2d,highest target score from frozen initial model,D2,target_hit|audited_candidate_signal,0.2.0,False,1,3
1012,2,static_topn,mp-1025874,1.488013,0.07476,1.5093,0.021287,True,-0.9617292007638886,0.004413344444444078,False,confirmed_2d,highest target score from frozen initial model,D2,target_hit|audited_candidate_signal,0.2.0,False,2,3
1012,3,static_topn,mp-2815,1.447365,0.059441,1.4648999999999996,0.017535,False,-0.964449816875001,0.0016927283333316723,False,confirmed_2d,highest target score from frozen initial model,D0,technical_event_only,0.2.0,False,3,3
1012,1,iterative,mp-1023939,1.499534,0.079244,1.5539,0.054366,True,-0.9589067502083329,0.007235794999999712,False,confirmed_2d,target score plus bootstrap uncertainty; retrained after feedback,D2,target_hit|audited_candidate_signal,0.2.0,False,1,3
1012,2,iterative,mp-1025874,1.493636,0.056246,1.5093,0.015664,True,-0.9617292007638886,0.004413344444444078,False,confirmed_2d,target score plus bootstrap uncertainty; retrained after feedback,D2,target_hit|audited_candidate_signal,0.2.0,False,2,3
1012,3,iterative,mp-1018809,1.4226,0.043818,1.3361,0.0865,False,-0.9637533052083332,0.002389239999999404,False,confirmed_2d,target score plus bootstrap uncertainty; retrained after feedback,D0,technical_event_only,0.2.0,False,3,3
1013,1,random,mp-1018809,1.446738,0.048122,1.3361,0.110638,False,-0.9637533052083332,0.002389239999999404,False,confirmed_2d,uniform random from signed stable pool,D0,technical_event_only,0.2.0,False,1,3
1013,2,random,mp-1023939,1.346333,0.365186,1.5539,0.207567,True,-0.9589067502083329,0.007235794999999712,False,confirmed_2d,uniform random from signed stable pool,D2,target_hit|audited_candidate_signal,0.2.0,False,2,3
1013,3,random,mp-2815,1.371019,0.040575,1.4648999999999996,0.093881,False,-0.964449816875001,0.0016927283333316723,False,confirmed_2d,uniform random from signed stable pool,D0,technical_event_only,0.2.0,False,3,3
1013,1,static_topn,mp-1025874,1.509513,0.068231,1.5093,0.000213,True,-0.9617292007638886,0.004413344444444078,False,confirmed_2d,highest target score from frozen initial model,D2,target_hit|audited_candidate_signal,0.2.0,False,1,3
1013,2,static_topn,mp-1023939,1.514912,0.064982,1.5539,0.038988,True,-0.9589067502083329,0.007235794999999712,False,confirmed_2d,highest target score from frozen initial model,D2,target_hit|audited_candidate_signal,0.2.0,False,2,3
1013,3,static_topn,mp-2815,1.449253,0.048055,1.4648999999999996,0.015647,False,-0.964449816875001,0.0016927283333316723,False,confirmed_2d,highest target score from frozen initial model,D0,technical_event_only,0.2.0,False,3,3
1013,1,iterative,mp-1025874,1.509513,0.068231,1.5093,0.000213,True,-0.9617292007638886,0.004413344444444078,False,confirmed_2d,target score plus bootstrap uncertainty; retrained after feedback,D2,target_hit|audited_candidate_signal,0.2.0,False,1,3
1013,2,iterative,mp-1018809,1.449693,0.057663,1.3361,0.113593,False,-0.9637533052083332,0.002389239999999404,False,confirmed_2d,target score plus bootstrap uncertainty; retrained after feedback,D0,technical_event_only,0.2.0,False,2,3
1013,3,iterative,mp-2815,1.375498,0.047426,1.4648999999999996,0.089402,False,-0.964449816875001,0.0016927283333316723,False,confirmed_2d,target score plus bootstrap uncertainty; retrained after feedback,D0,technical_event_only,0.2.0,False,3,3
1014,1,random,mp-1018809,1.430672,0.053156,1.3361,0.094572,False,-0.9637533052083332,0.002389239999999404,False,confirmed_2d,uniform random from signed stable pool,D0,technical_event_only,0.2.0,False,1,3
